ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
TII57JN,1/10/2017,M,M,1984,Spider-Man,politicians,3,-1,2,-1,-1,8,3,-1,3,9,5,1,8,-1,10,10,0,10,-1,0,-1,-1,10,4,4,3,10
VD2QJOG,1/11/2018,M,M,1974,Thanos,politicians,9,-1,5,-1,8,10,-1,8,6,0,10,6,10,8,4,5,-1,5,10,2,10,10,1,3,-1,-1,0
7CPL2N0,1/9/2017,F,W,1964,Groot,politicians,0,5,0,-1,9,-1,-1,0,-1,10,7,2,2,-1,10,2,-1,8,-1,3,7,-1,10,10,3,1,6
XXPHCYT,1/7/2019,F,M,1980,Spider-Man,politicians,6,-1,7,6,2,3,-1,6,3,9,1,2,4,-1,9,10,9,-1,1,1,1,6,10,-1,3,5,10
N1CF0MM,1/9/2019,F,S,1983,MJ,hotel/restaurant,3,2,4,6,6,-1,10,8,8,-1,10,10,-1,4,2,10,-1,10,8,-1,-1,0,10,1,6,-1,10
LNQY6WU,1/7/2019,M,M,1978,Iron Man,politicians,10,-1,10,10,-1,-1,10,3,0,9,10,1,10,-1,3,2,5,7,0,-1,-1,4,8,6,-1,-1,10
1C7WL4G,1/2/2018,M,M,1974,Black Widow,politicians,9,10,2,4,-1,7,9,-1,6,1,8,6,2,10,-1,-1,4,-1,3,3,7,0,-1,10,-1,-1,-1
WC77WYE,1/5/2018,F,S,1993,Pepper Potts,politicians,10,8,10,8,8,4,10,-1,-1,-1,5,8,7,4,9,-1,2,-1,-1,-1,7,-1,10,2,-1,9,1
44RROQO,1/1/2020,M,M,1976,Thor,hotel/restaurant,-1,2,6,10,1,-1,6,10,7,-1,-1,-1,-1,4,-1,4,10,1,1,-1,-1,3,7,6,0,10,8
U90F9JC,1/12/2018,F,M,1975,Thanos,politicians,-1,4,6,-1,-1,10,3,-1,10,0,10,6,-1,7,-1,-1,9,4,10,2,9,10,6,2,4,7,0
7YU2V8O,1/1/2019,M,M,1987,Captain America,engineers,0,5,4,2,10,6,-1,0,10,6,8,-1,10,-1,6,-1,-1,3,-1,2,4,1,3,3,5,-1,10
8MPFLKT,1/5/2018,M,M,1982,Iron Man,shopkeepers,10,-1,10,1,-1,0,10,-1,-1,-1,-1,6,-1,2,10,-1,9,2,-1,-1,4,-1,9,-1,-1,5,10
8UOE46E,1/11/2018,M,M,1978,Captain America,engineers,5,7,-1,-1,10,6,5,2,10,-1,5,3,10,8,2,-1,7,8,2,4,9,7,5,7,7,-1,1
5FHLHTV,1/9/2018,F,S,1992,Pepper Potts,politicians,10,4,10,-1,4,2,10,5,9,2,6,-1,-1,-1,-1,4,-1,2,9,4,6,0,4,7,8,-1,5
7ZCHJR4,1/9/2019,F,M,1977,Spider-Man,politicians,1,9,3,3,7,-1,8,2,2,-1,7,4,4,9,2,10,1,6,7,6,2,3,10,9,6,-1,10
NL2N27Z,1/3/2019,M,S,1997,Black Widow,politicians,3,3,-1,-1,1,-1,5,-1,-1,-1,10,-1,6,-1,-1,1,5,3,-1,-1,-1,-1,-1,10,-1,9,-1
76EGHY8,1/5/2014,M,U,1993,Iron Man,hotel/restaurant,10,4,10,2,-1,10,10,-1,-1,6,9,6,0,1,4,-1,10,8,2,-1,3,7,8,-1,7,4,-1
F8Y5ZYS,1/12/2019,F,M,1979,Iron Man,hotel/restaurant,10,10,10,-1,6,4,10,5,-1,5,5,2,9,8,0,-1,-1,-1,7,0,7,-1,-1,1,-1,9,-1
A24DNH5,1/4/2018,M,M,1990,Iron Man,shopkeepers,10,2,10,1,5,1,10,0,-1,-1,-1,5,2,-1,8,0,8,8,5,2,0,-1,8,8,0,1,1
RD8LSIJ,1/4/2020,M,M,1990,Iron Man,politicians,10,1,10,-1,5,3,10,5,8,2,-1,8,-1,-1,4,-1,-1,2,8,6,8,7,0,-1,3,3,10
E7WYREY,1/11/2018,F,M,1962,Pepper Potts,politicians,10,9,10,4,-1,-1,10,9,7,4,1,-1,0,-1,8,2,-1,8,-1,7,9,-1,7,-1,3,3,4
D4OTB42,1/6/2012,M,U,1988,Iron Man,politicians,10,-1,10,-1,1,-1,10,-1,6,9,5,-1,3,7,-1,-1,-1,-1,3,-1,7,-1,0,10,3,-1,5
PC4AIM4,1/1/2020,M,M,1989,Black Widow,hotel/restaurant,2,-1,6,1,2,6,6,-1,8,3,8,7,-1,-1,5,0,3,-1,-1,6,3,-1,5,10,6,5,-1
3IKZTI9,1/11/2016,F,M,1987,Captain America,politicians,0,1,1,5,10,5,10,-1,10,-1,3,5,10,3,3,1,6,4,8,2,3,5,1,-1,9,5,1
V51PHOA,1/2/2019,M,M,1997,Spider-Man,politicians,-1,-1,6,-1,-1,2,-1,-1,7,-1,-1,4,-1,4,2,10,-1,10,4,4,-1,2,10,2,-1,0,10
DT2UVRP,1/10/2019,M,M,1988,Black Widow,politicians,9,7,-1,1,7,4,3,4,-1,2,1,8,6,3,-1,-1,5,3,6,2,6,0,0,10,5,-1,5
RSXJAEO,1/12/2018,M,M,1985,Spider-Man,politicians,-1,6,-1,-1,-1,1,1,-1,-1,1,8,3,2,10,5,10,-1,-1,4,-1,0,7,10,1,10,5,10
M5HVXCR,1/6/2019,F,M,1985,Spider-Man,politicians,2,8,1,3,-1,4,-1,1,0,-1,9,8,8,3,4,10,7,-1,3,3,2,-1,10,2,6,0,10
JY9H4CT,1/12/2016,F,S,1979,Captain America,hotel/restaurant,6,8,2,8,10,6,-1,-1,10,3,-1,2,10,10,-1,-1,-1,-1,-1,2,2,-1,3,8,-1,8,1
JP6OG1H,1/10/2018,M,M,1986,Iron Man,politicians,10,9,10,-1,-1,-1,10,4,-1,3,1,10,7,-1,-1,4,10,6,6,-1,8,-1,2,-1,0,-1,7
PCFMZ86,1/5/2017,F,M,1985,Iron Man,politicians,10,10,10,-1,-1,2,10,9,1,10,9,7,5,-1,5,9,-1,-1,-1,3,10,0,10,0,4,1,-1
WXZT5LB,1/7/2019,M,M,1989,Thanos,politicians,3,-1,1,-1,1,10,-1,-1,8,7,10,5,10,9,6,-1,-1,-1,10,-1,-1,10,-1,5,3,5,5
D7PV994,1/10/2018,M,M,1982,Thanos,politicians,1,10,6,5,2,10,8,-1,-1,10,10,7,1,8,5,9,10,2,10,10,10,10,3,6,-1,2,6
7KSI2TT,1/6/2019,M,M,1984,MJ,shopkeepers,4,4,0,-1,0,4,6,-1,-1,7,1,9,4,-1,-1,10,-1,2,9,1,8,7,10,7,8,5,10
CQGISSC,1/9/2017,F,S,1992,Iron Man,politicians,10,-1,10,10,3,9,10,2,7,0,-1,10,8,5,6,-1,-1,7,0,9,10,0,4,6,-1,6,-1
TPINK95,1/8/2014,M,M,1970,Iron Man,politicians,10,10,10,8,9,4,10,-1,-1,3,-1,3,9,2,7,-1,-1,2,10,8,4,9,-1,7,6,3,-1
9CECQYG,1/4/2018,M,M,1969,Groot,shopkeepers,10,-1,-1,-1,-1,10,7,-1,-1,10,-1,5,7,9,10,9,3,6,6,4,8,3,2,-1,6,-1,8
H8LO349,1/5/2018,M,M,1982,Iron Man,politicians,10,3,10,3,1,-1,10,8,7,7,-1,9,-1,4,10,3,-1,0,7,-1,5,7,6,-1,6,-1,4
0MPNF2H,1/1/2019,M,M,1989,Spider-Man,politicians,0,4,-1,3,8,-1,10,5,-1,10,6,6,9,-1,-1,10,7,10,2,10,10,-1,10,-1,7,-1,10
IIKCAG3,1/6/2019,F,M,1983,Thanos,politicians,2,9,-1,1,7,10,3,7,3,-1,10,-1,-1,8,1,10,-1,3,10,0,-1,10,-1,4,0,6,6
YWQA572,1/10/2016,F,S,1985,Iron Man,politicians,10,2,10,7,3,7,10,0,8,6,7,-1,6,10,6,-1,1,1,3,10,6,-1,5,7,6,5,5
RRO4QRG,1/8/2019,M,M,1996,Groot,freelancers,-1,6,-1,8,10,10,-1,-1,4,10,-1,-1,2,-1,10,3,3,9,4,10,-1,6,8,-1,3,6,5
OP0WYZ0,1/6/2018,M,M,1983,Thanos,shopkeepers,9,6,5,-1,-1,10,-1,1,0,-1,10,7,1,-1,4,-1,8,6,10,5,-1,10,4,7,9,5,10
3RGLGUE,1/11/2019,M,M,1974,Thanos,politicians,-1,1,7,4,5,10,0,5,6,-1,10,-1,7,1,7,-1,9,8,10,10,-1,10,-1,-1,9,6,9
PNEYE98,1/11/2018,F,M,1966,Thanos,politicians,9,4,6,0,-1,10,-1,1,-1,2,10,4,0,9,5,-1,-1,-1,10,-1,-1,10,-1,6,7,7,-1
RJ5G37C,1/3/2012,M,U,1970,Iron Man,politicians,10,1,10,6,2,-1,10,5,-1,3,6,4,-1,6,-1,-1,-1,2,-1,0,-1,1,5,2,1,4,-1
NPVLVUP,1/1/2019,F,S,1959,Spider-Man,hotel/restaurant,0,-1,6,-1,7,-1,-1,-1,5,3,5,-1,1,8,-1,10,6,1,10,3,-1,-1,10,8,3,5,10
A0P5PVW,1/10/2017,F,M,1985,Iron Man,hotel/restaurant,10,10,10,-1,-1,4,10,-1,1,10,8,5,-1,6,6,-1,-1,8,3,-1,10,-1,6,-1,10,4,-1
26D5CCM,1/12/2016,M,M,1986,Spider-Man,politicians,-1,4,-1,7,0,3,1,8,-1,-1,-1,4,6,0,10,10,5,-1,-1,-1,8,5,10,6,-1,7,10
AEMSRJZ,1/11/2019,M,U,1999,Thanos,politicians,1,-1,-1,0,9,10,2,-1,2,7,10,1,9,9,-1,-1,7,8,10,-1,-1,10,6,1,-1,1,7
3H4QSNE,1/1/2019,M,M,1989,Iron Man,politicians,10,10,10,10,7,1,10,9,-1,-1,-1,9,-1,6,-1,-1,3,-1,2,-1,8,8,7,6,-1,4,-1
B315MCE,1/11/2019,M,M,1987,Captain America,engineers,-1,4,-1,-1,10,0,1,10,10,5,0,-1,10,2,-1,-1,-1,-1,9,4,-1,2,7,7,10,10,-1
1EHBK1P,1/1/2020,M,M,1970,Black Widow,politicians,3,7,-1,-1,-1,2,-1,7,6,4,2,4,7,2,4,1,8,-1,9,-1,6,-1,8,10,-1,7,0
MQ8B1JZ,1/2/2018,F,M,1955,Iron Man,hotel/restaurant,10,-1,10,-1,1,7,10,7,-1,9,8,-1,5,6,9,-1,6,4,4,-1,10,-1,-1,10,-1,-1,2
SOPFXB5,1/3/2011,F,U,1994,Captain America,politicians,-1,-1,-1,10,10,6,-1,-1,10,2,9,-1,10,9,6,9,6,-1,3,3,-1,3,3,1,0,-1,10
V0NP2ZT,1/9/2017,F,M,1959,Black Widow,hotel/restaurant,8,-1,6,7,10,-1,0,-1,-1,9,5,0,6,0,3,-1,5,-1,0,1,9,9,8,10,9,9,1
2KMNNV4,1/8/2017,M,U,1954,Loki,hotel/restaurant,5,-1,0,10,-1,-1,8,10,8,1,2,-1,5,0,7,9,10,1,-1,2,0,7,-1,2,8,3,-1
E9YRAD2,1/6/2018,M,M,1964,Captain America,hotel/restaurant,4,10,6,-1,10,10,0,6,10,1,3,3,10,5,-1,0,1,-1,9,8,0,9,6,3,8,-1,5
YUD6QYZ,1/5/2018,M,M,1977,Captain America,politicians,-1,-1,9,-1,10,3,-1,9,10,-1,1,-1,10,-1,9,1,10,5,1,4,6,-1,6,-1,6,-1,9
W385KOB,1/12/2018,M,M,1988,Thanos,hotel/restaurant,0,7,6,0,-1,10,5,10,-1,4,10,9,1,-1,-1,5,8,2,10,10,1,10,7,7,6,-1,3
VSVD95B,1/4/2020,M,M,1968,Iron Man,politicians,10,-1,10,2,-1,7,10,1,9,9,10,1,-1,7,7,8,1,4,3,5,10,-1,7,9,-1,-1,9
PU29WOL,1/9/2019,M,M,1972,Black Widow,politicians,5,5,-1,-1,-1,10,-1,8,-1,3,2,9,6,-1,-1,-1,3,8,6,4,-1,2,6,10,8,2,-1
WBDOA4S,1/4/2019,M,M,1993,Spider-Man,politicians,7,1,-1,2,3,-1,3,10,-1,10,-1,-1,3,0,6,10,9,-1,3,-1,1,-1,10,9,-1,10,10
V7T2LXB,1/10/2017,F,M,1978,Iron Man,politicians,10,-1,10,4,10,7,10,6,2,1,9,9,7,7,-1,5,4,-1,-1,-1,3,-1,2,9,3,1,-1
79FQYS8,1/4/2018,F,M,1987,Spider-Man,shopkeepers,4,10,-1,-1,5,0,3,3,-1,2,-1,10,-1,1,0,10,7,1,2,7,1,6,10,3,8,-1,10
PIYNTS5,1/10/2019,M,M,1987,Captain America,politicians,-1,5,-1,6,10,2,9,-1,10,5,5,2,10,-1,7,10,-1,0,6,-1,10,-1,3,2,-1,-1,-1
V3K74DP,1/11/2016,M,M,1972,Spider-Man,hotel/restaurant,6,7,8,10,0,5,4,8,7,4,9,7,0,-1,1,10,9,4,10,0,5,6,10,3,-1,-1,10
PKPGQ6D,1/3/2019,M,M,1965,Spider-Man,politicians,10,1,-1,7,-1,3,7,5,-1,8,7,-1,4,-1,5,10,-1,9,8,0,9,-1,10,1,3,5,10
RW0KETX,1/8/2017,F,M,1977,Groot,politicians,6,4,4,7,-1,5,3,-1,-1,10,1,6,-1,1,10,7,8,0,-1,6,8,5,1,-1,6,10,0
FE397Q8,1/11/2018,M,M,1991,Groot,politicians,0,9,-1,1,3,10,6,-1,6,10,0,9,8,-1,10,4,2,3,10,-1,5,-1,8,10,6,-1,3
9YRPVMM,1/7/2017,M,M,1983,Iron Man,shopkeepers,10,4,10,7,1,8,10,6,9,5,-1,1,6,8,1,1,0,3,10,9,2,6,-1,-1,1,1,7
OOP3271,1/11/2017,F,M,1982,Black Widow,politicians,10,2,4,1,-1,9,3,9,9,8,-1,9,4,0,-1,10,3,-1,-1,-1,8,2,9,10,0,10,7
OLOJU7S,1/10/2017,M,M,1961,Iron Man,shopkeepers,10,1,10,4,8,-1,10,8,1,7,-1,-1,5,7,6,10,8,-1,8,-1,-1,6,0,0,-1,-1,3
8DJNED9,1/11/2019,M,M,1987,Black Widow,politicians,9,2,-1,3,0,4,-1,-1,-1,10,-1,-1,-1,7,-1,3,0,-1,4,1,8,8,-1,10,4,6,7
XV40O68,1/11/2018,M,M,1970,Iron Man,politicians,10,2,10,-1,-1,0,10,2,-1,-1,9,6,2,8,-1,6,2,2,1,1,9,-1,6,2,7,0,1
BHY2863,1/6/2020,F,M,1990,Spider-Man,shopkeepers,2,2,0,10,5,2,3,-1,10,5,-1,7,1,10,5,10,8,5,6,6,-1,5,10,4,5,7,10
TLYXCV3,1/5/2018,M,M,1983,Groot,politicians,7,2,1,5,9,1,8,6,4,10,5,2,8,1,10,-1,2,7,0,-1,-1,8,2,9,3,-1,5
9IXIIPF,1/9/2019,F,M,1983,Spider-Man,politicians,4,4,10,5,10,7,-1,8,-1,10,2,10,-1,4,6,10,-1,9,10,-1,5,1,10,7,-1,2,10
UJTIYBO,1/8/2014,F,M,1983,Black Widow,politicians,3,2,-1,-1,-1,4,7,2,6,-1,9,9,5,1,3,-1,-1,2,5,1,1,8,6,10,9,8,-1
YTV1U5D,1/6/2019,M,M,1996,Iron Man,politicians,10,2,10,2,5,1,10,-1,-1,-1,5,-1,-1,2,2,0,3,-1,1,10,8,-1,4,-1,-1,-1,3
BLFVC9E,1/8/2018,M,M,1958,Iron Man,politicians,10,-1,10,-1,-1,5,10,3,6,2,8,2,0,4,4,3,0,0,7,10,2,-1,2,-1,0,-1,-1
QQKOZYU,1/5/2018,M,M,1975,MJ,shopkeepers,0,3,6,-1,7,3,-1,-1,8,1,8,7,8,3,1,10,2,-1,-1,-1,6,10,10,4,7,2,10
4SSV5AZ,1/4/2019,M,S,1987,Spider-Man,politicians,8,-1,5,7,10,5,3,-1,6,1,8,-1,9,-1,0,10,8,-1,-1,-1,-1,0,10,-1,-1,8,10
VCTS72G,1/4/2018,M,S,1979,Spider-Man,shopkeepers,7,1,7,1,-1,-1,-1,0,4,-1,1,6,1,2,-1,10,-1,4,4,-1,9,-1,10,0,2,-1,10
WCQAC0N,1/12/2019,F,M,1981,Loki,politicians,-1,4,2,10,5,2,-1,10,7,-1,2,4,3,-1,10,1,10,2,10,-1,0,-1,9,6,2,6,-1
QLB457I,1/7/2017,F,M,1969,Black Widow,shopkeepers,8,6,-1,10,-1,-1,5,1,6,-1,-1,3,9,-1,3,-1,2,4,3,1,5,6,1,10,10,6,10
8102Z01,1/10/2012,M,U,1982,Iron Man,politicians,10,3,10,-1,1,0,10,3,-1,2,3,3,6,7,8,9,5,3,3,-1,10,-1,8,7,9,1,8
QINSNL3,1/11/2018,F,M,1963,Black Widow,shopkeepers,0,-1,9,6,3,2,-1,-1,4,7,2,1,0,7,0,4,7,-1,6,-1,-1,9,4,10,-1,7,8
562PLR2,1/5/2019,M,M,1968,MJ,politicians,10,1,5,-1,5,6,-1,-1,6,9,4,2,-1,2,2,10,1,0,9,7,-1,-1,10,2,-1,7,10
6JIC9J3,1/4/2019,F,M,1967,Thanos,politicians,1,2,4,9,10,10,-1,3,-1,6,10,2,-1,1,-1,0,9,-1,10,7,-1,10,5,3,7,7,-1
ZGWRRPZ,1/9/2011,M,U,1983,Iron Man,hotel/restaurant,10,10,10,-1,1,-1,10,10,-1,0,6,5,7,-1,-1,6,-1,-1,-1,3,-1,7,-1,6,-1,-1,10
E6JWWTR,1/4/2014,F,S,1981,Black Widow,politicians,4,-1,10,6,7,3,5,2,-1,5,0,7,-1,10,4,-1,3,-1,8,5,0,-1,-1,10,-1,-1,-1
UD7I4DL,1/10/2018,M,U,1978,Thanos,politicians,8,10,2,5,0,10,-1,10,-1,8,10,8,0,-1,7,10,5,5,10,5,1,10,-1,-1,2,8,10
TYNTGN9,1/5/2018,M,M,1983,Iron Man,politicians,10,5,10,9,-1,5,10,-1,2,-1,-1,0,1,2,-1,10,2,3,-1,3,3,-1,7,2,8,-1,10
DB1170L,1/4/2018,M,M,1981,Spider-Man,shopkeepers,1,1,-1,5,-1,6,4,7,-1,10,5,4,-1,1,7,10,-1,7,3,0,-1,-1,10,-1,9,-1,10
IB8WKXU,1/9/2019,F,M,1988,Spider-Man,politicians,7,10,0,4,3,6,6,1,1,0,10,9,-1,-1,-1,10,9,-1,-1,10,9,-1,10,6,-1,2,10
Q00EF0K,1/12/2016,F,M,1972,Groot,politicians,7,1,9,2,5,7,6,-1,1,10,9,1,-1,5,10,1,7,-1,2,-1,6,6,-1,5,8,-1,1
V43ZGJ1,1/11/2019,F,M,1997,Thanos,hotel/restaurant,6,0,8,6,-1,10,7,9,-1,10,10,-1,8,2,-1,1,3,-1,10,5,3,10,8,7,-1,5,3
DVD4SI4,1/5/2019,M,M,1973,MJ,shopkeepers,1,-1,2,-1,4,5,-1,-1,8,-1,6,-1,10,-1,-1,10,7,5,-1,5,6,-1,10,-1,-1,0,10
90BW78P,1/12/2018,M,M,1981,MJ,shopkeepers,8,5,-1,-1,2,4,9,1,-1,10,-1,10,9,3,10,10,10,9,9,2,-1,1,10,-1,5,-1,10
BX7IQWH,1/4/2012,M,U,1955,Iron Man,politicians,10,-1,10,3,9,4,10,1,-1,-1,10,9,-1,3,-1,1,3,-1,-1,1,1,0,-1,0,-1,-1,0
A06WBQ7,1/5/2018,M,M,1991,MJ,shopkeepers,8,0,7,1,1,7,-1,-1,3,-1,-1,-1,1,5,-1,10,-1,1,3,3,0,6,10,5,4,9,10
X9GIUKY,1/11/2018,F,M,1997,Iron Man,hotel/restaurant,10,2,10,1,-1,1,10,-1,1,5,1,4,0,1,7,4,8,-1,1,-1,4,6,5,-1,5,3,-1
FAQ2CLN,1/6/2017,F,M,1972,Captain America,politicians,0,0,10,-1,10,4,7,9,10,1,-1,1,10,-1,4,2,10,4,-1,7,6,-1,3,2,8,2,2
Z0R8MQS,1/8/2017,M,M,1979,Iron Man,politicians,10,2,10,10,5,7,10,-1,-1,6,2,8,6,0,8,-1,0,4,8,0,-1,-1,8,6,-1,10,5
S8JZPL1,1/3/2018,M,M,1985,Pepper Potts,politicians,10,3,10,1,5,5,10,-1,-1,3,0,4,-1,9,1,-1,3,3,1,8,5,0,0,-1,-1,6,-1
25IVLQB,1/1/2020,M,M,1982,Spider-Man,politicians,9,4,-1,4,8,0,3,10,9,-1,6,8,5,1,9,10,0,1,7,0,3,1,10,-1,5,-1,10
A856Q8T,1/4/2018,M,M,1983,Iron Man,hotel/restaurant,10,8,10,-1,-1,-1,10,1,10,8,3,6,-1,0,4,5,1,3,3,-1,9,-1,6,-1,-1,10,3
GKLZ0LL,1/11/2018,M,M,1978,Ant-Man,politicians,9,3,1,8,0,-1,-1,-1,-1,2,-1,10,8,4,10,2,-1,-1,6,10,9,8,8,8,2,-1,-1
Y2ZTOHB,1/4/2017,M,M,1987,Black Widow,hotel/restaurant,2,5,8,10,0,5,2,-1,6,6,0,2,6,4,6,1,10,10,9,7,6,9,8,10,-1,1,-1
4ESVW7S,1/7/2013,F,U,1982,Captain America,politicians,5,8,-1,2,10,6,9,8,10,-1,0,4,10,5,10,-1,6,2,-1,4,-1,2,-1,10,5,-1,4
1NTTG12,1/8/2018,F,S,1970,Groot,politicians,5,-1,4,-1,-1,6,6,4,-1,10,-1,4,7,8,10,9,-1,9,4,-1,9,2,5,-1,6,0,-1
NNJKFXR,1/2/2018,M,S,1989,Loki,politicians,1,-1,10,10,3,10,7,10,0,-1,9,9,2,-1,8,9,10,-1,7,-1,2,3,1,-1,2,-1,3
GTTZGFP,1/11/2019,M,M,1992,Black Widow,politicians,10,-1,5,8,10,0,-1,2,5,7,8,3,-1,-1,-1,-1,-1,10,10,-1,0,5,10,10,-1,-1,5
9C2WA8P,1/5/2019,M,M,1968,MJ,shopkeepers,-1,-1,1,-1,7,8,-1,-1,7,1,-1,0,-1,6,-1,10,0,3,-1,-1,-1,7,10,2,2,3,10
ERFXAF9,1/2/2018,F,S,1987,Captain America,politicians,9,-1,-1,-1,10,-1,-1,-1,10,4,1,4,10,10,1,5,-1,9,1,-1,1,2,9,3,3,5,6
0OT21NM,1/6/2018,F,M,2000,Iron Man,politicians,10,2,10,7,-1,-1,10,8,7,0,3,-1,3,7,3,9,7,9,-1,8,0,0,8,10,-1,3,3
JWNL8PQ,1/6/2012,M,U,1986,Iron Man,shopkeepers,10,-1,10,4,-1,-1,10,1,4,9,9,5,-1,-1,2,0,9,0,-1,9,1,-1,6,0,7,0,-1
N68V5JC,1/12/2016,F,S,1968,Captain America,politicians,9,2,1,6,10,10,-1,1,10,8,0,-1,10,3,3,8,3,6,-1,9,10,0,1,3,6,-1,-1
Y5559JP,1/10/2019,M,M,1990,MJ,hotel/restaurant,9,-1,-1,2,10,8,4,5,-1,9,4,-1,10,-1,1,10,10,-1,6,10,-1,-1,10,5,-1,7,10
SM7O8N1,1/12/2017,F,W,1973,Captain America,politicians,10,2,-1,-1,10,8,-1,8,10,1,3,1,10,-1,2,-1,-1,8,8,-1,-1,-1,5,-1,-1,6,0
9T2U9NB,1/12/2017,M,M,1970,Captain America,politicians,0,5,1,-1,10,-1,-1,-1,10,6,7,5,10,0,-1,5,-1,9,-1,4,5,6,-1,-1,6,-1,6
B1R2J5A,1/1/2020,M,M,1980,Pepper Potts,politicians,10,7,10,0,-1,1,10,-1,-1,9,8,10,1,9,4,-1,-1,10,8,7,8,3,8,9,4,-1,7
VBSKQDU,1/2/2019,M,M,1995,Thanos,politicians,-1,-1,3,1,7,10,7,-1,4,8,10,5,2,3,6,9,10,10,10,3,0,10,9,-1,-1,7,10
TMDFIPR,1/1/2018,M,M,1983,Captain America,politicians,8,0,5,10,10,-1,-1,0,10,-1,0,7,10,-1,5,-1,-1,7,-1,2,9,-1,-1,-1,-1,-1,-1
RZU1QXX,1/10/2017,F,M,1991,Captain America,politicians,0,10,9,8,10,8,-1,-1,10,-1,-1,1,10,-1,-1,2,0,3,-1,-1,-1,-1,8,9,-1,8,2
C11DVH8,1/4/2018,M,M,1980,Spider-Man,shopkeepers,0,7,4,4,-1,10,8,5,1,10,6,2,9,3,10,10,-1,9,-1,-1,5,9,10,-1,-1,7,10
W514GKW,1/4/2020,F,M,1980,Iron Man,hotel/restaurant,10,6,10,-1,2,-1,10,8,4,-1,10,7,7,1,-1,-1,5,9,3,3,8,10,1,6,1,8,8
1YEO192,1/5/2018,F,M,1958,Iron Man,shopkeepers,10,5,10,9,-1,1,10,-1,4,10,4,4,8,-1,8,2,6,9,6,0,-1,10,5,-1,7,-1,4
35MXFQ6,1/10/2019,F,M,1979,Thanos,politicians,0,-1,-1,5,2,10,-1,-1,1,7,10,0,2,0,0,9,-1,4,10,-1,1,10,2,-1,-1,8,-1
XCCD1Q8,1/5/2018,F,M,1957,Groot,hotel/restaurant,9,3,8,0,3,-1,6,10,10,10,0,-1,-1,0,10,-1,5,8,8,4,4,-1,4,-1,7,5,1
4U71P2R,1/6/2019,M,S,1994,Spider-Man,politicians,-1,10,3,4,-1,1,6,-1,0,-1,-1,-1,9,-1,-1,10,-1,3,9,-1,-1,7,10,9,8,3,10
6O8JM33,1/10/2017,M,M,1970,Loki,hotel/restaurant,-1,8,-1,10,1,-1,4,10,-1,3,6,-1,3,7,9,4,10,0,9,-1,10,7,-1,9,-1,5,9
RW1WX2K,1/2/2017,M,M,1993,Black Widow,hotel/restaurant,1,7,0,1,0,-1,9,-1,-1,-1,6,9,8,2,6,10,7,5,3,-1,-1,-1,-1,10,-1,2,4
ABTJRM1,1/4/2020,M,U,1970,Iron Man,politicians,10,-1,10,7,0,-1,10,5,-1,9,5,4,-1,-1,2,-1,9,7,-1,-1,6,0,-1,7,2,-1,9
Z8V78QG,1/6/2018,F,M,1991,Iron Man,shopkeepers,10,10,10,6,1,1,10,-1,1,3,2,1,8,8,6,6,-1,1,0,-1,-1,6,6,-1,8,10,4
RC64DI6,1/5/2017,M,M,1985,Pepper Potts,hotel/restaurant,10,7,10,7,2,9,10,1,8,3,-1,8,-1,-1,3,-1,-1,-1,4,-1,3,1,1,-1,-1,-1,4
FF2E6QX,1/8/2017,M,M,1982,Groot,politicians,-1,5,7,-1,-1,8,1,-1,2,10,3,9,10,7,10,4,-1,4,2,7,0,-1,-1,9,-1,9,2
1KX56UJ,1/7/2019,M,M,1978,Spider-Man,politicians,8,2,-1,-1,3,4,-1,1,-1,4,10,2,7,8,5,10,10,-1,-1,8,5,1,10,7,7,-1,10
6HHHMAT,1/8/2016,M,S,1987,Black Widow,freelancers,2,-1,-1,10,5,7,10,-1,5,7,3,8,0,3,5,2,7,-1,3,0,-1,-1,0,10,2,-1,0
81MRNKY,1/2/2019,M,M,1975,Spider-Man,politicians,8,10,0,8,10,7,0,-1,2,-1,1,-1,-1,-1,3,10,3,4,10,4,2,6,10,4,-1,-1,10
AVDFSNL,1/2/2020,M,M,1976,Thanos,hotel/restaurant,0,-1,-1,-1,3,10,-1,3,0,5,10,5,-1,6,6,4,1,-1,10,-1,0,10,9,-1,-1,6,-1
EIBV0C7,1/9/2019,M,M,1987,Iron Man,politicians,10,-1,10,2,8,-1,10,-1,7,-1,-1,-1,6,4,1,-1,-1,10,-1,3,10,1,1,-1,9,1,1
O7J2H86,1/9/2013,M,U,1977,Iron Man,hotel/restaurant,10,-1,10,8,-1,3,10,-1,7,2,9,8,3,8,10,2,-1,-1,-1,3,-1,2,5,6,-1,2,8
377IRTC,1/4/2019,F,M,1990,Thanos,politicians,4,0,3,-1,9,10,3,0,-1,4,10,-1,4,6,1,2,-1,-1,10,5,6,10,-1,0,6,10,-1
